Product Name,,Foodpanda,TC Start Date,11/10/2023,,TC Execution Start Date,, - -,,,,,TEST CASE,
,,TC_4,,,TC_4.1,Verify the Business registration number field empty,Display an error message prompting the user to fill in the Business registration number.,Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up ",,,Passed,
,,,,,TC_4.2,Verify the No.of employees field empty,Display an error message prompting the user to fill in the Industry,Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up ",,,Passed,
23,,,,,TC_4.3,Verify all values added in the dropdown list or not.,"Displayed For each expected value, the dropdown list should contain the value.",Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
24,,,,,TC_4.4,Check the spelling for the values in the dropdown list.,All values in the dropdown list have correct spelling as per the expected spelling.,Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
25,,,,,TC_4.5,"Verify all the values in the Dropdown align or not.
","All values in the dropdown should be aligned correctly, both horizontally and vertically.",Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
26,,,,,TC_4.6,Verify that the by default selected value is shown on the dropdown or not,The retrieved value from the dropdown should match the expected default value.,Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
27,,,,,TC_4.7,Verify that the dropdown should not be editable.,"To ensure that the dropdown field is not editable, meaning users cannot manually enter values into the dropdown field.


",Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
28,,,,,TC_4.8,"Verify that proper spacing is added on the dropdown values or not.
","To ensure that proper spacing is added to the dropdown values in the web application.
",Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
29,,,,,TC_4.9,"Verify mouse hover effect is added for the dropdown list or not.
","When the mouse pointer hovers over the dropdown list element, a visual change or effect should occur. This can include changes in color, highlighting, or the dropdown list expanding to show options.
",Found as per expectation.,AAcccEEE,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
,,,,,,,,,,,,,,
,,TC_5,,,TC_5.1,Verify the Street name field empty,Display an error message prompting the user to fill in the Street Name.,Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up ",,,Passed,
30,,,,,,"Verify the Street name user should be able to enter alphabetic characters in the address field or not
",address field should allow the user to enter alphabetic characters without any error messages or restrictions.,Found as per expectation.,AAcccEEE & BBcceE,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
31,,,,,TC_5.2,"Verify the street name user should be able to enter numeric characters in the address field or not
",The address field should allow users to enter numeric characters without any validation errors or restrictions.,Found as per expectation.,"#126 road no-1212 , Dhaka, Bangladesh","1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
32,,,,,TC_5.3,"Verify the  street name user should be able to enter special characters in the address field or not
",The system should allow the user to enter special characters in the street address field without any errors or restrictions.,Found as per expectation.,"#126 road no-1212 , Dhaka, Bangladesh","1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
33,,,,,TC_5.4,"Verify the  street name maximum length of the address field
", The street name provided is too long. Please enter a street name with a maximum of 255 characters.,Not Found as per expectation.,"""Alexander Bartholomew Theodore Montgomery Kensington III Esquire, Sir Reginald Fitzwilliam III, Countess Isabella Genevieve Kensington-Montgomery of Yorkshire, Duke of Stratford-Upon-Avon, Lady Penelope Anastasia Kensington-Montgomery of Devonshire"" (300 characters)","1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Failed,
34,,,,,TC_5.5,"Verify the  street name minimum length of the address field
",The address field should accept street names with a minimum length of 5 characters.,Not Found as per expectation,RD,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Failed,
35,,,,,TC_5.6,"Verify the  street name user is able to enter a combination of alphanumeric characters into the address field or not
","The street name field should accept the input ""#126 road no-1212 , Dhaka, Bangladesh"" without any errors or validation messages. The system should allow the user to enter a combination of alphanumeric characters in the address field.",Found as per expectation,"#126 road no-1212 , Dhaka, Bangladesh","1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
37,,,,,TC_5.7,"Verify that if the user presses a space bar and try to save a blank field then it should be displayed a validation message
","A validation message should be displayed near or below the input field, informing the user that the field cannot be left blank and that they should enter valid information.",Found as per expectation,,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
,,,,,,,,,,,,,,
,,TC_6,,,TC_6.1,Verify the Postal code field empty,Display an error message prompting the user to fill in the Postal code.,Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up ",,,Passed,
,,,,,TC_6.2,"Verify that the postal code field should be clickable
",The postal code field should be clickable without any errors or exceptions.,Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
39,,,,,TC_6.3,"Verify that the user should not be able to enter alphabet characters in the zip code field.
",The expected result is that the zip code input field should not allow the user to enter alphabet characters.,Not Found as per expectation,ABCD,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",accept alphabet error,,Failed,
40,,,,,TC_6.4,"Verify that the user should not be able to enter special characters in the zip code field.
",The expected result is that the zip code input field should not allow the user to enter special characters.,Not Found as  per expectation.,$%$#@,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",special characters error,,Failed,
41,,,,,TC_6.5,"Verify that the user should not be able to enter numeric special characters in the zip code field.
",The expected result is that the zip code input field should not allow the user to enter numeric special characters.,Not Found as per expectation,86$00,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",allow the user to enter numeric special characters,,Failed,
43,,,,,TC_6.6,"Verify that the user should not be able to allow space in the zip code field.
",The system should prevent the user from entering spaces in the zip code field.,Not Found as per expectation,86 00,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",allow space,,Failed,
44,,,,,TC_6.7,"Verify that the user should not be able to paste alpha or special characters in the zip code field.
","The expected result is that the zip code field should not accept alpha or special characters when pasting. The input should either be rejected, or the alpha/special characters should be automatically removed.",Not Found as per expectation,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Failed,
45,,,,,TC_6.8,"Verify that the user should be able to enter only number in the postal code field.
","The input ""XYZ@456"" should be rejected as it contains a special character ""XYZ@"" which is not Number.",Not Found as per expectation,XYZ@456  ,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",able to enter alphanumeric characters,,Failed,
46,,,,,TC_6.9,"Verify that the maximum length for the postal code field
",The postal code field should accept a maximum of 10 number,Not Found as per expectation,123456789012,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",should accept a maximum ,,Failed,
47,,,,,TC_6.10,"Verify that the minimum length for the postal code field
",The postal code field should accept a minimum of 4 number.,Not Found as per expectation,1,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",minimum length error,,Failed,
,,,,,,,,,,,,,,
,,TC_7,,,TC_7.1,Verify the city field empty,Display an error message prompting the user to fill in the city.,Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up ",,,Passed,
49,,,,,TC_7.2,Verify all values added in the dropdown list or not.,"Displayed For each expected value, the dropdown list should contain the value.",Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Account button in the right corner.
3. Click the ""Register"" link and put data in the mentioned field.  4. Go to Continue.      5. give otp and password.",,,Passed,
50,,,,,TC_7.3,Check the spelling for the values in the dropdown list.,All values in the dropdown list have correct spelling as per the expected spelling.,Found as per expectation,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
51,,,,,TC_7.4,"Verify all the values in the Dropdown align or not.
","All values in the dropdown should be aligned correctly, both horizontally and vertically.",Found as per expectation,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
52,,,,,TC_7.5,Verify that the by default selected value is shown on the dropdown or not,The retrieved value from the dropdown should match the expected default value.,Found as per expectation,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
53,,,,,TC_7.6,Verify that the dropdown should not be editable.,"To ensure that the dropdown field is not editable, meaning users cannot manually enter values into the dropdown field.


",Found as per expectation,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
54,,,,,TC_7.7,"Verify that proper spacing is added on the dropdown values or not.
","To ensure that proper spacing is added to the dropdown values in the web application.
",Found as per expectation,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
55,,,,,TC_7.8,"Verify mouse hover effect is added for the dropdown list or not.
","When the mouse pointer hovers over the dropdown list element, a visual change or effect should occur. This can include changes in color, highlighting, or the dropdown list expanding to show options.
",Found as per expectation,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
,,,,,,,,,,,,,,
,,TC_8,,,TC_8.1,Verify the First Name field empty,Display an error message prompting the user to fill in the First Name.,Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up ",,,Passed,
,,,,,TC_8.2,"Verify the First name placeholder text should be shown properly or not for the name field.
","The ""First Name"" placeholder text should be shown properly within the name field.
",Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
56,,,,,TC_8.3,"Verify the First Name when the user clicks on the name field, the text cursor should be visible in the name field.
","After clicking on the ""First Name"" input field, the text cursor (caret) should become visible within the field.",Found as per expectation,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
57,,,,,TC_8.4,"Verify that the user is able to click on the name field or not
","The user should be able to click on the name field.",Found as per expectation,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
58,,,,,TC_8.5,"Verify the First Name user should be allowed to enter only alphabet characters in the name field.
", Ensure that the First Name field only accepts alphabet characters.,Not Found as per expectation,Touhedul@66,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",https://tinyurl.com/2x8q4yg3,,Failed,
59,,,,,TC_8.6,"Verify First Name the user is able to remove text from the name field
","The user can successfully remove text from the ""First Name"" field, and the removed text disappears as expected.",Found as per expectation,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
60,,,,,TC_8.7,"Verify the First Name maximum length of characters in the name field.
",The first name field should store and display the entered 50 characters.,Not Found as per expectation,"""JohnDoe1234567890abcdefghijklmnopqrstuvwxyz""","1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",https://tinyurl.com/ymllfy47,,Failed,
61,,,,,TC_8.8,"Verify the First Name minimum length of characters in the name field.
","The application should accept the input and allow you to proceed without displaying any error messages related to the ""First Name"" field.",Found as per expectation,A,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
63,,,,,TC_8.9,"Verify First Name the user should not be able to enter numeric characters in the name field.
",The First Name field should not allow the entry of numeric characters. ,Not Found as per expectation,86860709,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",https://tinyurl.com/yvp2rt9x,,Failed,
64,,,,,TC_8.10,"Verify First Name the user should not be able to enter special characters in the name field.
",The First Name field should not allow the entry of special characters. ,Not Found as per expectation,To@he$dul,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",https://tinyurl.com/yt9hchep,,Failed,
,,,,,TC_8.11,"Verify First Name the user should not be able to enter numeric special characters in the name field.
",The First Name field should not allow the entry of numeric special characters. ,Found as per expectation,Md-Touhedul_islam,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
65,,,,,,,,,,,,,,
,,TC_9,,,TC_9.1,Verify the Last Name field empty,Display an error message prompting the user to fill in the Last Name.,Found as per expectation.,None,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up ",,,Passed,
67,,,,,TC_9.2,"Verify Last Name placeholder text should be shown properly or not for the name field.
","The ""First Name"" placeholder text should be shown properly within the name field.
",Found as per expectation,Enter tab in every field,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
68,,,,,TC_9.3,"Verify Last Name when the user clicks on the name field, the text cursor should be visible in the name field.
","After clicking on the ""First Name"" input field, the text cursor (caret) should become visible within the field.",Found as per expectation,input Enter in every field,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
69,,,,,TC_9.4,"Verify Last Name the user is able to click on the name field or not
","The user should be able to click on the name field.",Found as per expectation,,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
70,,,,,TC_9.5,"Verify Last Name the user should be allowed to enter only alphabet characters in the name field.
", Ensure that the First Name field only accepts alphabet characters.,Found as per expectation,,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
71,,,,,TC_9.6,"Verify Last Name the user is able to remove text from the name field
",The first name field should store and display the entered 50 characters.,Found as per expectation,,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
72,,,,,TC_9.7,"Verify the maximum length of characters in the Last Name field.
",The first name field should store and display the entered 50 characters.,Found as per expectation,,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
,,,,,TC_9.8,"Verify the minimum length of characters in the Last Name field.
","The application should accept the input and allow you to proceed without displaying any error messages related to the ""First Name"" field.",Found as per expectation,,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
,,,,,TC_9.9,"Verify Last Name the user should not be able to enter numeric characters in the name field.
",The First Name field should not allow the entry of numeric characters. ,Found as per expectation,,"1. Go to the URL
https://www.foodpanda.com.bd//
2. Click on the Sign up now button in the Header.
3. Click the ""Get started"" link and Go to https://www.foodpanda.com.bd/corporate/sign-up",,,Passed,
